symbol,reportingDate,returnOnAssets,returnOnEquity,freeCashFlowToAssets,freeCashFlowToEquity,operatingProfitMargin,netProfitMargin,payoutRatio
902,1998-01-27,,,,,,,
902,1998-02-27,,,,,,,
902,1998-03-31,,,,,,,
902,1998-04-30,,,,,,,
902,1998-05-29,,,,,,,
902,1998-06-30,,,,,,,
902,1998-07-31,,,,,,,
902,1998-08-31,,,,,,,
902,1998-09-30,,,,,,,
902,1998-10-30,,,,,,,
902,1998-11-30,,,,,,,
902,1998-12-31,,,,,,,
902,1999-01-29,,,,,,,
902,1999-02-26,,,,,,,
902,1999-03-31,,,,,,,
902,1999-04-30,,,,,,,
902,1999-05-31,,,,,,,
902,1999-06-30,,,,,,,
902,1999-07-30,,,,,,,
902,1999-08-31,,,,,,,
902,1999-09-30,,,,,,,
902,1999-10-29,,,,,,,
902,1999-11-30,,,,,,,
902,1999-12-30,,,,,,,
902,2000-01-31,,,,,,,
902,2000-02-29,,,,,,,
902,2000-03-31,,,,,,,
902,2000-04-28,,,,,,,
902,2000-05-31,,,,,,,
902,2000-06-30,,,,,,,
902,2000-07-31,,,,,,,
902,2000-08-31,,,,,,,
902,2000-09-29,,,,,,,
902,2000-10-31,,,,,,,
902,2000-11-30,,,,,,,
902,2000-12-29,,,,,,,
902,2001-01-31,,,,,,,
902,2001-02-28,,,,,,,
902,2001-03-30,,,,,,,
902,2001-04-27,,,,,,,
902,2001-05-31,,,,,,,
902,2001-06-29,,,,,,,
902,2001-07-31,,,,,,,
902,2001-08-31,,,,,,,
902,2001-09-28,,,,,,,
902,2001-10-31,,,,,,,
902,2001-11-30,,,,,,,
902,2001-12-31,,,,,,,
902,2002-01-31,,,,,,,
902,2002-02-28,,,,,,,
902,2002-03-28,,,,,,,
902,2002-04-30,,,,,,,
902,2002-05-31,,,,,,,
902,2002-06-28,,,,,,,
902,2002-07-31,,,,,,,
902,2002-08-30,,,,,,,
902,2002-09-30,,,,,,,
902,2002-10-31,,,,,,,
902,2002-11-29,,,,,,,
902,2002-12-31,,,,,,,
902,2003-01-30,,,,,,,
902,2003-02-28,,,,,,,
902,2003-03-31,,,,,,,
902,2003-04-30,,,,,,,
902,2003-05-30,,,,,,,
902,2003-06-30,,,,,,,
902,2003-07-31,,,,,,,
902,2003-08-29,,,,,,,
902,2003-09-30,,,,,,,
902,2003-10-31,,,,,,,
902,2003-11-28,,,,,,,
902,2003-12-31,,,,,,,
902,2004-01-30,,,,,,,
902,2004-02-27,,,,,,,
902,2004-03-31,,,,,,,
902,2004-04-30,,,,,,,
902,2004-05-31,,,,,,,
902,2004-06-30,,,,,,,
